Date_NodeID	1_0	6_0	7_0	10_0
2022090100	0.8000	0.0000	0.0000	0.0000
2022090101	0.8000	0.0000	0.0000	0.0000
2022090102	0.8000	0.0000	0.0000	0.0000
2022090103	0.8000	0.0000	0.0000	0.0000
2022090104	0.8000	0.0000	0.0000	0.0000
2022090105	0.8000	0.0000	0.0000	0.0000
2022090106	0.8000	0.0000	0.0000	0.0000
2022090107	0.8000	0.0000	0.0000	0.0000
2022090108	0.8000	0.0000	0.0000	0.0000
2022090109	0.8000	0.0000	0.0000	0.0000
2022090110	0.8000	0.0000	0.0000	0.0000
2022090111	0.8000	0.0000	0.0000	0.0000
2022090112	0.8000	0.0000	0.0000	0.0000
2022090113	0.8000	0.0000	0.0000	0.0000
2022090114	0.8000	0.0000	0.0000	0.0000
2022090115	0.8000	0.0000	0.0000	0.0000
2022090116	0.8000	0.0000	0.0000	0.0000
2022090117	0.8000	0.0000	0.0000	0.0000
2022090118	0.8000	0.0000	0.0000	0.0000
2022090119	0.8000	0.0000	0.0000	0.0000
2022090120	0.8000	0.0000	0.0000	0.0000
2022090121	0.8000	0.0000	0.0000	0.0000
2022090122	0.8000	0.0000	0.0000	0.0000
2022090123	0.8000	0.0000	0.0000	0.0000
2022090200	0.8000	0.0000	0.0000	0.0000
2022090201	0.8000	0.0000	0.0000	0.0000
2022090202	0.8000	0.0000	0.0000	0.0000
2022090203	0.8000	0.0000	0.0000	0.0000
2022090204	0.8000	0.0000	0.0000	0.0000
2022090205	0.8000	0.0000	0.0000	0.0000
2022090206	0.8000	0.0000	0.0000	0.0000
2022090207	0.8000	0.0000	0.0000	0.0000
2022090208	0.8000	0.0000	0.0000	0.0000
2022090209	0.8000	0.0000	0.0000	0.0000
2022090210	0.8000	0.0000	0.0000	0.0000
2022090211	0.8000	0.0000	0.0000	0.0000
2022090212	0.8000	0.0000	0.0000	0.0000
2022090213	0.8000	0.0000	0.0000	0.0000
2022090214	0.8000	0.0000	0.0000	0.0000
2022090215	0.8000	0.0000	0.0000	0.0000
2022090216	0.8000	0.0000	0.0000	0.0000
2022090217	0.8000	0.0000	0.0000	0.0000
2022090218	0.8000	0.0000	0.0000	0.0000
2022090219	0.8000	0.0000	0.0000	0.0000
2022090220	0.8000	0.0000	0.0000	0.0000
2022090221	0.8000	0.0000	0.0000	0.0000
2022090222	0.8000	0.0000	0.0000	0.0000
2022090223	0.8000	0.0000	0.0000	0.0000
2022090300	0.8000	0.0000	0.0000	0.0000
2022090301	0.8000	0.0000	0.0000	0.0000
2022090302	0.8000	0.0000	0.0000	0.0000
2022090303	0.8000	0.0000	0.0000	0.0000
2022090304	0.8000	0.0000	0.0000	0.0000
2022090305	0.8000	0.0000	0.0000	0.0000
2022090306	0.8000	0.0000	0.0000	0.0000
2022090307	0.8000	0.0000	0.0000	0.0000
2022090308	0.8000	0.0000	0.0000	0.0000
2022090309	0.8000	0.0000	0.0000	0.0000
2022090310	0.8000	0.0000	0.0000	0.0000
2022090311	0.8000	0.0000	0.0000	0.0000
2022090312	0.8000	0.0000	0.0000	0.0000
2022090313	0.8000	0.0000	0.0000	0.0000
2022090314	0.8000	0.0000	0.0000	0.0000
2022090315	0.8000	0.0000	0.0000	0.0000
2022090316	0.8000	0.0000	0.0000	0.0000
2022090317	0.8000	0.0000	0.0000	0.0000
2022090318	0.8000	0.0000	0.0000	0.0000
2022090319	0.8000	0.0000	0.0000	0.0000
2022090320	0.8000	0.0000	0.0000	0.0000
2022090321	0.8000	0.0000	0.0000	0.0000
2022090322	0.8000	0.0000	0.0000	0.0000
2022090323	0.8000	0.0000	0.0000	0.0000
2022090400	0.8000	0.0000	0.0000	0.0000
2022090401	0.8000	0.0000	0.0000	0.0000
2022090402	0.8000	0.0000	0.0000	0.0000
2022090403	0.8000	0.0000	0.0000	0.0000
2022090404	0.8000	0.0000	0.0000	0.0000
2022090405	0.8000	0.8000	0.8000	0.8000
2022090406	0.8000	0.8000	0.8000	0.8000
2022090407	0.8000	0.8000	0.8000	0.8000
2022090408	0.8000	0.8000	0.8000	0.8000
2022090409	0.8000	0.8000	0.8000	0.8000
2022090410	0.8000	0.8000	0.8000	0.8000
2022090411	0.8000	0.8000	0.8000	0.8000
2022090412	0.8000	0.8000	0.8000	0.8000
2022090413	0.8000	0.8000	0.8000	0.8000
2022090414	0.8000	0.8000	0.8000	0.8000
2022090415	0.8000	0.8000	0.8000	0.8000
2022090416	0.8000	0.8000	0.8000	0.8000
2022090417	0.8000	0.8000	0.8000	0.8000
2022090418	0.8000	0.8000	0.8000	0.8000
2022090419	0.8000	0.8000	0.8000	0.8000
2022090420	0.8000	0.8000	0.8000	0.8000
2022090421	0.8000	0.8000	0.8000	0.8000
2022090422	0.8000	0.8000	0.8000	0.8000
2022090423	0.8000	0.8000	0.8000	0.8000
2022090500	0.8000	0.8000	0.8000	0.8000
2022090501	0.8000	0.8000	0.8000	0.8000
2022090502	0.8000	0.8000	0.8000	0.8000
2022090503	0.8000	0.8000	0.8000	0.8000
2022090504	0.8000	0.8000	0.8000	0.8000
2022090505	0.8000	0.8000	0.8000	0.8000
2022090506	0.8000	0.8000	0.8000	0.8000
2022090507	0.8000	0.8000	0.8000	0.8000
2022090508	0.8000	0.8000	0.8000	0.8000
2022090509	0.8000	0.8000	0.8000	0.8000
2022090510	0.8000	0.8000	0.8000	0.8000
2022090511	0.8000	0.8000	0.8000	0.8000
2022090512	0.8000	0.8000	0.8000	0.8000
2022090513	0.8000	0.8000	0.8000	0.8000
2022090514	0.8000	0.8000	0.8000	0.8000
2022090515	0.8000	0.8000	0.8000	0.8000
2022090516	0.8000	0.8000	0.8000	0.8000
2022090517	0.8000	0.8000	0.8000	0.8000
2022090518	0.8000	0.8000	0.8000	0.8000
2022090519	0.8000	0.8000	0.8000	0.8000
2022090520	0.8000	0.8000	0.8000	0.8000
2022090521	0.8000	0.8000	0.8000	0.8000
2022090522	0.8000	0.8000	0.8000	0.8000
2022090523	0.8000	0.8000	0.8000	0.8000
2022090600	0.8000	0.8000	0.8000	0.8000
2022090601	0.8000	0.8000	0.8000	0.8000
2022090602	0.8000	0.8000	0.8000	0.8000
2022090603	0.8000	0.8000	0.8000	0.8000
2022090604	0.8000	0.8000	0.8000	0.8000
2022090605	0.8000	0.8000	0.8000	0.8000
2022090606	0.8000	0.8000	0.8000	0.8000
2022090607	0.8000	0.8000	0.8000	0.8000
2022090608	0.8000	0.8000	0.8000	0.8000
2022090609	0.8000	0.8000	0.8000	0.8000
2022090610	0.8000	0.8000	0.8000	0.8000
2022090611	0.8000	0.8000	0.8000	0.8000
2022090612	0.8000	0.8000	0.8000	0.8000
2022090613	0.8000	0.8000	0.8000	0.8000
2022090614	0.8000	0.8000	0.8000	0.8000
2022090615	0.8000	0.8000	0.8000	0.8000
2022090616	0.8000	0.8000	0.8000	0.8000
2022090617	0.8000	0.8000	0.8000	0.8000
2022090618	0.8000	0.8000	0.8000	0.8000
2022090619	0.8000	0.8000	0.8000	0.8000
2022090620	0.8000	0.8000	0.8000	0.8000
2022090621	0.8000	0.8000	0.8000	0.8000
2022090622	0.8000	0.8000	0.8000	0.8000
2022090623	0.8000	0.8000	0.8000	0.8000
2022090700	0.8000	0.8000	0.8000	0.8000
2022090701	0.8000	0.8000	0.8000	0.8000
2022090702	0.8000	0.8000	0.8000	0.8000
2022090703	0.8000	0.8000	0.8000	0.8000
2022090704	0.8000	0.8000	0.8000	0.8000
2022090705	0.8000	0.8000	0.8000	0.8000
2022090706	0.8000	0.8000	0.8000	0.8000
2022090707	0.8000	0.8000	0.8000	0.8000
2022090708	0.8000	0.8000	0.8000	0.8000
2022090709	0.8000	0.8000	0.8000	0.8000
2022090710	0.8000	0.8000	0.8000	0.8000
2022090711	0.8000	0.8000	0.8000	0.8000
2022090712	0.8000	0.8000	0.8000	0.8000
2022090713	0.8000	0.8000	0.8000	0.8000
2022090714	0.8000	0.8000	0.8000	0.8000
2022090715	0.8000	0.8000	0.8000	0.8000
2022090716	0.8000	0.8000	0.8000	0.8000
2022090717	0.8000	0.8000	0.8000	0.8000
2022090718	0.8000	0.8000	0.8000	0.8000
2022090719	0.8000	0.8000	0.8000	0.8000
2022090720	0.8000	0.8000	0.8000	0.8000
2022090721	0.8000	0.8000	0.8000	0.8000
2022090722	0.8000	0.8000	0.8000	0.8000
2022090723	0.8000	0.8000	0.8000	0.8000
2022090800	0.8000	0.8000	0.8000	0.8000
2022090801	0.8000	0.8000	0.8000	0.8000
2022090802	0.8000	0.8000	0.8000	0.8000
2022090803	0.8000	0.8000	0.8000	0.8000
2022090804	0.8000	0.8000	0.8000	0.8000
2022090805	0.8000	0.8000	0.8000	0.8000
2022090806	0.8000	0.8000	0.8000	0.8000
2022090807	0.8000	0.8000	0.8000	0.8000
2022090808	0.8000	0.8000	0.8000	0.8000
2022090809	0.8000	0.8000	0.8000	0.8000
2022090810	0.8000	0.8000	0.8000	0.8000
2022090811	0.8000	0.8000	0.8000	0.8000
2022090812	0.8000	0.8000	0.8000	0.8000
2022090813	0.8000	0.8000	0.8000	0.8000
2022090814	0.8000	0.8000	0.8000	0.8000
2022090815	0.8000	0.8000	0.8000	0.8000
2022090816	0.8000	0.8000	0.8000	0.8000
2022090817	0.8000	0.8000	0.8000	0.8000
2022090818	0.8000	0.8000	0.8000	0.8000
2022090819	0.8000	0.8000	0.8000	0.8000
2022090820	0.8000	0.8000	0.8000	0.8000
2022090821	0.8000	0.8000	0.8000	0.8000
2022090822	0.8000	0.8000	0.8000	0.8000
2022090823	0.8000	0.8000	0.8000	0.8000
2022090900	0.8000	0.8000	0.8000	0.8000
2022090901	0.8000	0.8000	0.8000	0.8000
2022090902	0.8000	0.8000	0.8000	0.8000
2022090903	0.8000	0.8000	0.8000	0.8000
2022090904	0.8000	0.8000	0.8000	0.8000
2022090905	0.8000	0.8000	0.8000	0.8000
2022090906	0.8000	0.8000	0.8000	0.8000
2022090907	0.8000	0.8000	0.8000	0.8000
2022090908	0.8000	0.8000	0.8000	0.8000
2022090909	0.8000	0.8000	0.8000	0.8000
2022090910	0.8000	0.8000	0.8000	0.8000
2022090911	0.8000	0.8000	0.8000	0.8000
2022090912	0.8000	0.8000	0.8000	0.8000
2022090913	0.8000	0.8000	0.8000	0.8000
2022090914	0.8000	0.8000	0.8000	0.8000
2022090915	0.8000	0.8000	0.8000	0.8000
2022090916	0.8000	0.8000	0.8000	0.8000
2022090917	0.8000	0.8000	0.8000	0.8000
2022090918	0.8000	0.8000	0.8000	0.8000
2022090919	0.8000	0.8000	0.8000	0.8000
2022090920	0.8000	0.8000	0.8000	0.8000
2022090921	0.8000	0.8000	0.8000	0.8000
2022090922	0.8000	0.8000	0.8000	0.8000
2022090923	0.8000	0.8000	0.8000	0.8000
2022091000	0.8000	0.8000	0.8000	0.8000
2022091001	0.8000	0.8000	0.8000	0.8000
2022091002	0.8000	0.8000	0.8000	0.8000
2022091003	0.8000	0.8000	0.8000	0.8000
2022091004	0.8000	0.8000	0.8000	0.8000
